team_id	player_name
23	AMERICAN
272	HARTFORD
509	TEAM1
464	OMAHA
562	QUI
590	SHU
600	SFU
813	YALE
792	0
699	2
494	3
502	00
236	0
502	03
340	32
523	TM
485	13
562	35
178	25
706	99
665	0
509	4
502	08
340	42
340	44
659	21
340	13
391	21
28600	24
61	12
665	5
228	5
381	99
7	55
562	20
128	01
363	23
228	3
494	1
665	3
562	31
340	15
340	34
502	01
665	01
748	33
314	25
695	05
299	00
502	05
792	99
1104	35
796	99
797	02
562	44
340	43
17	2
108	
446	02
17	55
485	25
502	02
340	12
340	20
77	25
365	32
261	05
340	14
562	34
509	01
665	25
340	22
355	04
562	04
363	20
2741	97
340	50
30170	40
716	50
665	2
665	36
432	33
111	10
